ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE
38167	Tangut		here						0				
38168	Tangut		this	thju	th ju				0		此		
38169	Tangut		the sickle	dʑji.	dʑ ji.				0		鐮		
38170	Tangut		where						0				
38171	Tangut		there						0				
38172	Tangut		the wife	bjij	b ji j				0		妻		
38173	Tangut		we [first person plural inclusive]	gjɨ mji	g jɨ m jɨ				0				
38174	Tangut		that	thja	th ja				0		此		
38175	Tangut		what	thjij	th ji j				0		何		
38176	Tangut		all	zji	z ji				0		皆		
38177	Tangut		the wheat	lhji.	lh ji.				0		麥		
38178	Tangut		firewood	sjɨ mə	s jɨ m ə				0		樵薪		
38179	Tangut		the horse	rjijr	r ji j r				0		馬		
38180	Tangut		twenty	njɨɨ ɣa.	n jɨɨ ɣ a.				0		二十		
38181	Tangut		shy	giee	g i ee				0		靦腆		
38182	Tangut		correct (right)	tɕjɨj	tɕ jɨ j				0		正		
38183	Tangut		the sea	ŋjow	ŋ jo w				0		海		
38184	Tangut		knife	bjɨr	b jɨ r				0		刀		
38185	Tangut		the sparrow	so	s o				0		雀		
38186	Tangut		the barley (tibetan or highland)	ɕjij	ɕ ji j				0		麥		
38187	Tangut		the front (front side)	rjir	r ji r				4213		前		
38189	Tangut		small	zji	z ji				4181		小		
38190	Tangut		one	gjɨ	g jɨ				1249		一		
38191	Tangut		to cry (weep)	lwu.	l w u./u				10190		泣		
38192	Tangut		the tree	phu	p h u				3679		樹		
38193	Tangut		to give	khjow	kh j o w				2125		賜		
38196	Tangut		all	rjur	r ju r				0		諸		
38203	Tangut		many	rejr	r e j r				3496		多		
38204	Tangut		narrow	dʑjii	dʑ jii				4146		窄		
38205	Tangut		narrow	tɕhjɨ	tɕh ji				4147		窄		
38207	Tangut		smooth	lhə² lhie²	lh ə lh ie				4183				
38209	Tangut		ten	ɣa.	ɣ a./a				364		十		
38210	Tangut		that	tɕhju	tɕh ju				0		彼/此		
38213	Tangut		the body hair (hair or fur)	mej	m e j				141		毛/毫		
38214	Tangut		the child (young human)	gjɨ	g jɨ				0		兒童		
38215	Tangut		the daughter	mji.j	m ji. j				746		女		
38216	Tangut		the dew	zər	z ə r		tib zil		10257		露		
38217	Tangut		the dust	lhjɨ	lh jɨ				1176		塵		
38221	Tangut		the fruit	mjaa	m jaa				4085		果		
38223	Tangut		the house	kjɨɨr	k j ɨɨ/ɨː r				128		屋		
38224	Tangut		the meat	ɕju	ɕ ju				3936		肉		
38226	Tangut		the river	ɕjwa	ɕ jwa				4156		河		
38228	Tangut		the rope	kwə	k wə				4158		繩		
38232	Tangut		the seed	ljwi	l jwi				4165		種/籽		
38233	Tangut		the rice plant	rer	r e r				0		稻		
38235	Tangut		the shit	njaa	n jaa				4223		屎		
38236	Tangut		the sky	mə	m ə				499		天		
38238	Tangut		the son	gji	g ji				4211		子		
38239	Tangut		the sun	njɨɨ	n j ɨɨ/ɨː				83		日		
38240	Tangut		the wife	gji	g ji				0		妻		
38241	Tangut		the wife	mjaa	m jaa				0		妻		
38242	Tangut		the wolf	ljɨ	l jɨ				4202		狼		
38245	Tangut		thick	laa	l aa				977		厚		
38246	Tangut		this	thjɨ	th jɨ				0		此		
38250	Tangut		to hold	tɕhjij	tɕh ji j				221		持		
38251	Tangut		to hold	zow	z o w				318		持		
38253	Tangut		to know (something)	tsjij	ts ji j				2621		曉		
38256	Tangut		the thunder	djii	d jii				4189		雷		
38260	Tangut		to float	dʑjwow	dʑ jwo w				10201		漂浮		
38261	Tangut		to knead	nej	n e j				4197		揉壓		
38265	Tangut		the hoof	kwej	k we j				4212		蹄		
38266	Tangut		the stick	bo	b o				4186		杖		
38267	Tangut		the house	jɨj	j ɨ j				209		帳/舍/堂/室		
38268	Japhug		the mouth	tɯ-kɯr	t ɯ + k ɯ r				4001				
38269	Japhug		the mouth	tɯ-ɣmɤr	t ɯ + ɣ m ɤ r				4137				
38270	Mikir		four	phlī	ph l ī	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phli, phili[...]» (page: 286)			263			Walker1925, Konnerth2014	phli, phili[...]
38271	Mikir		three	kethòm	k e th ò m	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kethom, thom-» (page: 435)			283			Walker1925, Konnerth2014	kethom, thom-
38272	Mikir		the dream	māng	m ā ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «mang[...]» (page: 259)			10217			Walker1925, Konnerth2014	mang[...]
38273	Mikir		the name	+mén	+ m é n	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «men[...]» (page: 347)			18			Walker1925, Konnerth2014	men[...]
38274	Mikir		the louse	rek	r e k	from :cite:Walker1925<br>page in :cite:Walker1925 333			2077			Walker1925, Konnerth2014	rek
38275	Mikir		the fish	ok	o k	from :cite:Walker1925, original entry *(lang a-) ok*<br>page in :cite:Walker1925 280			10356			Walker1925, Konnerth2014	(lang a-) ok
38276	Mikir		the smoke	hi	h i	from :cite:Walker1925<br>page in :cite:Walker1925 412			10456			Walker1925, Konnerth2014	hi, mehi
38277	Mikir		two	+nì	+ n ì	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «heni, -ni» (page: 443)			102			Walker1925, Konnerth2014	heni, -ni
38278	Mikir		the liver	ingthin	i ng th i n	from :cite:Walker1925<br>page in :cite:Walker1925 331			2076			Walker1925, Konnerth2014	ingthin, pektung
38279	Mikir		the moon	chiklō	ch i k l ō	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «chiklo» (page: 344)			2081			Walker1925, Konnerth2014	chiklo
38280	Mikir		the dog	methān	m e th ā n	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «methan» (page: 258)			10554			Walker1925, Konnerth2014	methan
38281	Mikir		the ear	+nò	+ n ò	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «no» (page: 262)			32			Walker1925, Konnerth2014	no
38282	Mikir		the fire	mē	m ē	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «me» (page: 280)			1746			Walker1925, Konnerth2014	me
38283	Mikir		the sun	arnì	a r n ì	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «arni» (page: 426)			83			Walker1925, Konnerth2014	arni
38284	Mikir		the tail	armē	a r m ē	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «arme» (page: 429)			84			Walker1925, Konnerth2014	arme
38285	Mikir		the water	lāng	l ā ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «lang» (page: 454)			10485			Walker1925, Konnerth2014	lang
38286	Mikir		to kill	ap	a p	from :cite:Walker1925<br>page in :cite:Walker1925 323			10391			Walker1925, Konnerth2014	ap, doihet
38287	Mikir		heavy	ardīk	a r d ī k	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ardi, ardik» (page: 301)			10382			Walker1925, Konnerth2014	ardi, ardik
38288	Mikir		one	isī	i s ī	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «isi» (page: 354)			10419			Walker1925, Konnerth2014	isi
38289	Mikir		the meat	ōk	ō k	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ok» (page: 338)			10401			Walker1925, Konnerth2014	ok
38290	Mikir		the snake	phurui	ph u r ui	from :cite:Walker1925<br>page in :cite:Walker1925 412			70			Walker1925, Konnerth2014	phurui
38291	Mikir		to cry (weep)	chirú	ch i r ú	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «(=weep) cheru, kin[...]» (page: 242)			10340			Walker1925, Konnerth2014	(=weep) cheru, kin[...]
38292	Mikir		to stand	arjàp	a r j à p	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «arjap» (page: 419)			2246			Walker1925, Konnerth2014	arjap
38293	Mikir		the nail (fingernail or claw)	chimī	ch i m ī	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «[...](finger--,toe--) chimi[...]» (page: 347)			10406			Walker1925, Konnerth2014	[...](finger--,toe--) chimi[...]
38294	Mikir		the father	+pō	+ p ō	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «po» (page: 276)			0			Walker1925, Konnerth2014	po
38295	Mikir		light (of weight)	arjāng	a r j ā ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «» (page: )			10542			Walker1925, Konnerth2014	
38296	Mikir		the mother	+pēi	+ p ē i	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «pei» (page: 345)			0			Walker1925, Konnerth2014	pei
38297	Mikir		the tongue	+dè	+ d è	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «de» (page: 437)			4190			Walker1925, Konnerth2014	de
38298	Mikir		the tooth (front)	so	s o	from :cite:Walker1925<br>page in :cite:Walker1925 438			10482			Walker1925, Konnerth2014	so; (front) somunphrang
38299	Mikir		the heart	ingthin	i ng th i n	from :cite:Walker1925<br>page in :cite:Walker1925 301			10378			Walker1925, Konnerth2014	ingthin, vibong, ingsi, ning, ne
38300	Mikir		the fruit	+thē	+ th ē	from :cite:Konnerth2014, also *theseré*<br>:cite:Walker1925 entry: «athe, ale, mu» (page: 287)			3525			Walker1925, Konnerth2014	athe, ale, mu
38301	Mikir		to give	pī	p ī	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «bi, chepi, hi» (page: 291)			1913			Walker1925, Konnerth2014	bi, chepi, hi
38302	Mikir		the rope	ari	a r i	from :cite:Walker1925<br>page in :cite:Walker1925 395			10165			Walker1925, Konnerth2014	ari
38303	Mikir		the sky	sining	s i n i ng	from :cite:Walker1925<br>page in :cite:Walker1925 410			10450			Walker1925, Konnerth2014	sining
38304	Mikir		to sleep	mekjang	m e k j a ng	from :cite:Walker1925<br>page in :cite:Walker1925 411			10451			Walker1925, Konnerth2014	i(lot), mekjang
38305	Mikir		the shoulder	+phàng	+ ph à ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phang(kor)» (page: 407)			13			Walker1925, Konnerth2014	phang(kor)
38306	Mikir		black	ìk	ì k	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ik(-kui, -sip, -vu); [...]» (page: 207)			10326			Walker1925, Konnerth2014	ik(-kui, -sip, -vu); [...]
38307	Mikir		the head	+phú	+ ph ú	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phu, akethe, kilit[...]» (page: 300)			1			Walker1925, Konnerth2014	phu, akethe, kilit[...]
38308	Mikir		the star	chiklolongso	ch i k l o l o ng s o	from :cite:Walker1925<br>page in :cite:Walker1925 419			10469			Walker1925, Konnerth2014	chiklolongso
38309	Mikir		white	lòk	l ò k	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kelok» (page: 457)			10488			Walker1925, Konnerth2014	kelok
38310	Mikir		to dig	phùr	ph ù r	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «dug, petuk, rok» (page: 252)			10342			Walker1925, Konnerth2014	dug, petuk, rok
38311	Mikir		the bird	vōtèk	v ō t è k	from :cite:Konnerth2014, refers to «wild bird»<br>:cite:Walker1925 entry: «vo; (-- -cage) voum; -- -net) phamsek.» (page: 206)			10267			Walker1925, Konnerth2014	vo; (-- -cage) voum; -- -net) phamsek.
38312	Mikir		to come	vàng	v à ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «vang(phli)[...]» (page: 230)			2445			Walker1925, Konnerth2014	vang(phli)[...]
38313	Mikir		high / tall	ingtùi	i ng t ùi	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ingtui, kiding, chongding» (page: 302)			2042			Walker1925, Konnerth2014	ingtui, kiding, chongding
38314	Mikir		the frog	chonghō	ch o ng h ō	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «chongho(loso)[...]» (page: 287)			10515			Walker1925, Konnerth2014	chongho(loso)[...]
38315	Mikir		the stone (a piece of)	arlōng	a r l ō ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «long, arlong» (page: 422)			81			Walker1925, Konnerth2014	long, arlong
38316	Mikir		the flower	mír	m í r	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «mir, kangthu, angphar» (page: 282)			10358			Walker1925, Konnerth2014	mir, kangthu, angphar
38317	Mikir		the leaf	arvó	a r v ó	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «arvo, (large) lo» (page: 327)			29724			Walker1925, Konnerth2014	arvo, (large) lo
38318	Mikir		the seed	chilí	ch i l í	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «athe» (page: 402)			4007			Walker1925, Konnerth2014	athe
38319	Mikir		the son	sopo	s o p o	:cite:Konnerth2014 has *hem'arī* for «oldest son»<br>:cite:Walker1925 entry: «sopo» (page: 414)			73			Walker1925, Konnerth2014	sopo
38320	Mikir		the wind	tomon	t o m o n	from :cite:Walker1925<br>page in :cite:Walker1925 458			10491			Walker1925, Konnerth2014	tomon
38321	Mikir		sharp	rè	r è	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kere(kon)» (page: 405)			10443			Walker1925, Konnerth2014	kere(kon)
38322	Mikir		the cloud	inghun	i ng h u n	from :cite:Walker1925, alternative word: niop<br>page in :cite:Walker1925 227			10334			Walker1925, Konnerth2014	inghun, niop
38323	Mikir		the mouse or rat	jukingso	j u k i ng s o	from :cite:Walker1925<br>page in :cite:Walker1925 344			10424			Walker1925, Konnerth2014	jukingso [rat: piyu, yupi]
38324	Mikir		to buy	nàm	n à m	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «nam» (page: 216)			10331			Walker1925, Konnerth2014	nam
38325	Mikir		who	komāt	k o m ā t	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «mat, komat» (page: 457)			10490			Walker1925, Konnerth2014	mat, komat
38326	Mikir		long	dīng	d ī ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «keding, dingleng» (page: 332)			10395			Walker1925, Konnerth2014	keding, dingleng
38327	Mikir		the ant	misò	m i s ò	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «miso» (page: 190)			10501			Walker1925, Konnerth2014	miso
38328	Mikir		big	thè	th è	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «the(dung)» (page: 206)			29701			Walker1925, Konnerth2014	the(dung)
38329	Mikir		wet	chām	ch ā m	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «cham» (page: 456)			10487			Walker1925, Konnerth2014	cham
38330	Mikir		left	arvī	a r v ī	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «arvi» (page: 328)			422			Walker1925, Konnerth2014	arvi
38331	Mikir		the foot	+kèng	+ k è ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «keng, kengri[...]» (page: 283)			10362			Walker1925, Konnerth2014	keng, kengri[...]
38332	Mikir		the tiger	tèkè	t è k è	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «teke» (page: 436)			433			Walker1925, Konnerth2014	teke
38333	Mikir		cold (of temperature)	ingsām	i ng s ā m	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kechung, kangsam; (-- wheather) ningkreng, chungjing[...]» (page: 229)			10337			Walker1925, Konnerth2014	kechung, kangsam; (-- wheather) ningkreng, chungjing[...]
38334	Mikir		soft	kangduk	k a ng d u k	from :cite:Walker1925<br>page in :cite:Walker1925 413			10541			Walker1925, Konnerth2014	kangduk
38335	Mikir		to see	làng	l à ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «lang, thek» (page: 402)			10440			Walker1925, Konnerth2014	lang, thek
38336	Mikir		right	ar'ē	a r ' ē	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «chenam, kechok» (page: 393)			10429			Walker1925, Konnerth2014	chenam, kechok
38337	Mikir		far	helō	h e l ō	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «helo (-ving, -kon)[...]» (page: 276)			10352			Walker1925, Konnerth2014	helo (-ving, -kon)[...]
38338	Mikir		the hair (of the head)	chū	ch ū	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «chu, jeng, chujeng[...]» (page: 297)			10370			Walker1925, Konnerth2014	chu, jeng, chujeng[...]
38339	Mikir		the mountain	inglong	i ng l o ng	from :cite:Walker1925<br>page in :cite:Walker1925 345			10404			Walker1925, Konnerth2014	inglong
38340	Mikir		hard	ingtang	i ng t a ng	from :cite:Walker1925<br>page in :cite:Walker1925 299			10539			Walker1925, Konnerth2014	ingtang
38341	Mikir		the lip (the lips)	ingtur	i ng t u r	from :cite:Walker1925<br>page in :cite:Walker1925 			10522			Walker1925, Konnerth2014	ingtur; (upper) turthak; (lower) turber
38342	Mikir		to think (reflect)	mathà	m a th à	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «matha, jadi, chepori» (page: 433)			10473			Walker1925, Konnerth2014	matha, jadi, chepori
38343	Mikir		the daughter	sopi	s o p i	from :cite:Walker1925, many more words<br>page in :cite:Walker1925 245			0			Walker1925, Konnerth2014	sopi[...]
38344	Mikir		the root	timùr	t i m ù r	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kur» (page: 395)			10432			Walker1925, Konnerth2014	kur
38345	Mikir		good	mē	m ē	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «me, sot» (page: 293)			10365			Walker1925, Konnerth2014	me, sot
38346	Mikir		to walk	phuri	ph u r i	from :cite:Walker1925<br>page in :cite:Walker1925 453			10484			Walker1925, Konnerth2014	phuri, dam
38347	Mikir		morning	+dàp	+ d à p	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «adap» (page: 344)			10524			Walker1925, Konnerth2014	adap
38348	Mikir		small	+hèk	+ h è k	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «so, bihek, akebi, binci, adiso, ajengso, asapnat, thethe» (page: 412)			10453			Walker1925, Konnerth2014	so, bihek, akebi, binci, adiso, ajengso, asapnat, thethe
38349	Mikir		to scratch	arkè	a r k è	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phuk, choprak» (page: 401)			10439			Walker1925, Konnerth2014	phuk, choprak
38350	Mikir		dry	krèng	k r è ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kreng(hak)[...]» (page: 261)			10346			Walker1925, Konnerth2014	kreng(hak)[...]
38351	Mikir		hot	sò	s ò	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «so(dak), phangok(sui), soluk» (page: 305)			4219			Walker1925, Konnerth2014	so(dak), phangok(sui), soluk
38352	Mikir		tomorrow	penàp	p e n à p	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «penap, menap» (page: 437)			10537			Walker1925, Konnerth2014	penap, menap
38353	Mikir		yesterday	tumì	t u m ì	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «tumi» (page: 461)			10536			Walker1925, Konnerth2014	tumi
38354	Mikir		today	pinì	p i n ì	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «pini, mini» (page: 437)			1313			Walker1925, Konnerth2014	pini, mini
38355	Mikir		to sing	lún	l ú n	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «lun» (page: 409)			10445			Walker1925, Konnerth2014	lun
38356	Mikir		five	phō	ph ō	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phongo, phono, pho» (page: 280)			10357			Walker1925, Konnerth2014	phongo, phono, pho
38357	Mikir		I [first person singular]	ne	n e	from :cite:Walker1925<br>page in :cite:Walker1925 307			10389			Walker1925, Konnerth2014	ne
38358	Mikir		the pig	phàk	ph à k	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phak» (page: 367)			2092			Walker1925, Konnerth2014	phak
38359	Mikir		thou [second person singular]	nang	n a ng	from :cite:Walker1925<br>page in :cite:Walker1925 461			10475			Walker1925, Konnerth2014	nang
38360	Mikir		the salt	ingtí	i ng t í	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ingti» (page: 398)			10239			Walker1925, Konnerth2014	ingti
38361	Mikir		to steal	inghū	i ng h ū	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «inghu» (page: 420)			10464			Walker1925, Konnerth2014	inghu
38362	Mikir		new	mī	m ī	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «akemi» (page: 349)			10414			Walker1925, Konnerth2014	akemi
38363	Mikir		the house	+hēm	+ h ē m	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «hem, don» (page: 305)			209			Walker1925, Konnerth2014	hem, don
38364	Mikir		the lung	ingphor	i ng ph o r	from :cite:Walker1925<br>page in :cite:Walker1925 333			10509			Walker1925, Konnerth2014	ingphor
38365	Mikir		the rain	arvè	a r v è	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «arve, ve» (page: 383)			10234			Walker1925, Konnerth2014	arve, ve
38366	Mikir		the road	továr	t o v á r	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «tovar, ali» (page: 394)			10430			Walker1925, Konnerth2014	tovar, ali
38367	Mikir		the year	ningkán	n i ng k á n	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ningkan» (page: 461)			1866			Walker1925, Konnerth2014	ningkan
38368	Mikir		the bamboo	chèk	ch è k	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «kepho [...]» (page: 199)			10525			Walker1925, Konnerth2014	kepho [...]
38369	Mikir		to shoot (an arrow)	ap	a p	from :cite:Walker1925<br>page in :cite:Walker1925 406			727			Walker1925, Konnerth2014	ap, bop
38370	Mikir		to vomit	chingok	ch i n g o k	from :cite:Walker1925<br>page in :cite:Walker1925 452			10483			Walker1925, Konnerth2014	chingok
38371	Mikir		the knee	kengphu	k e ng ph u	from :cite:Walker1925<br>page in :cite:Walker1925 324			22			Walker1925, Konnerth2014	kengphu, kengkung
38372	Mikir		red		k e + e r	<br>:cite:Walker1925 entry: «ke-er, erdang» (page: 386)			10425			Walker1925, Konnerth2014	ke-er, erdang
38373	Mikir		the earth (soil)	longlē	l o ng l ē	loŋ=stone (LS). from :cite:Konnerth2014<br>:cite:Walker1925 entry: «longle, pirthe, purthimi» (page: 262)			10349			Walker1925, Konnerth2014	longle, pirthe, purthimi
38374	Mikir		yellow	+èt	+ è t	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «etpi» (page: 461)			10499			Walker1925, Konnerth2014	etpi
38375	Mikir		green	lir	l i r	from :cite:Walker1925<br>page in :cite:Walker1925 295			10368			Walker1925, Konnerth2014	lir(seng), vei(ak)
38376	Mikir		the hail	herei	h e r ei	from :cite:Walker1925<br>page in :cite:Walker1925 297			10519			Walker1925, Konnerth2014	herei
38377	Mikir		inside	+arlō	+ a r l ō	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «arlo(anat)» (page: 316)			10534			Walker1925, Konnerth2014	arlo(anat)
38378	Mikir		near	adung	a d u ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «tebook(het), adung, along, pang[...]» (page: 348)			10412			Walker1925, Konnerth2014	tebook(het), adung, along, pang[...]
38379	Mikir		the dew	are	a r e	from :cite:Walker1925, many more words<br>page in :cite:Walker1925 252			10257			Walker1925, Konnerth2014	are [...]
38380	Mikir		the grass	bap	b a p	from :cite:Walker1925<br>page in :cite:Walker1925 294			10366			Walker1925, Konnerth2014	bap, bi, bapso
38381	Mikir		the fog	inghun	i ng h u n	also: *hunmelan*, from :cite:Walker1925<br>page in :cite:Walker1925 283			0			Walker1925, Konnerth2014	inghun, hunmelan
